order_id,product_id,quantity,unit_price,line_total
39364596,3,5,4.42,22.10
39364596,4,5,3.41,17.05
39364596,13,1,5.80,5.80
39364596,26,2,9.32,18.64
39364596,34,4,5.51,22.04
39386703,17,5,3.71,18.55
39386703,28,4,7.37,29.48
39406992,2,0,0.94,0.00
39407358,1,4,6.83,27.32
39407358,7,2,1.92,3.84
39407358,15,1,5.78,5.78
39409914,6,2,0.96,1.92
39409914,19,5,8.89,44.45
39409914,26,4,9.32,37.28
39409914,29,1,1.31,1.31
39410595,2,4,0.94,3.76
39410595,13,1,5.80,5.80
39410595,22,5,0.94,4.70
39410595,31,2,6.62,13.24
39451983,6,4,0.96,3.84
39458691,14,5,8.60,43.00
39466233,13,3,5.80,17.40
39466233,15,2,5.78,11.56
39466233,30,5,2.70,13.50
39488789,29,3,1.31,3.93
39488789,36,4,2.86,11.44
39497785,9,1,1.13,1.13
39497785,13,5,5.80,29.00
39497785,17,5,3.71,18.55
39497785,34,1,5.51,5.51
39507533,8,3,3.30,9.90
39507533,24,3,6.00,18.00
39507533,26,2,9.32,18.64
39507794,13,3,5.80,17.40
39520518,12,1,6.64,6.64
39520518,17,2,3.71,7.42
39520518,22,5,0.94,4.70
39536202,25,2,6.89,13.78
39536202,26,4,9.32,37.28
39536202,27,2,8.49,16.98
39536202,30,3,2.70,8.10
39589009,22,1,0.94,0.94
39589009,23,4,4.55,18.20
39589009,25,1,6.89,6.89
39590577,10,1,9.07,9.07
39590577,16,2,5.68,11.36
39590577,32,2,3.05,6.10
39599900,8,1,3.30,3.30
39599900,13,5,5.80,29.00
39599900,19,4,8.89,35.56
39599900,30,4,2.70,10.80
39599900,32,1,3.05,3.05
39623519,10,5,9.07,45.35
39625014,9,5,1.13,5.65
39631117,3,4,4.42,17.68
39631117,5,1,1.92,1.92
39631117,11,5,7.45,37.25
39631117,13,5,5.80,29.00
39632630,2,2,0.94,1.88
39632630,31,4,6.62,26.48
39673934,10,4,9.07,36.28
39673934,14,1,8.60,8.60
39673934,30,1,2.70,2.70
39682212,9,5,1.13,5.65
39686744,19,3,8.89,26.67
39686744,34,2,5.51,11.02
39694393,10,3,9.07,27.21
39694393,32,2,3.05,6.10
39698287,1,1,6.83,6.83
39698287,2,2,0.94,1.88
39698287,13,5,5.80,29.00
39698287,14,2,8.60,17.20
39698287,30,3,2.70,8.10
39705690,22,1,0.94,0.94
39714406,1,1,6.83,6.83
39714406,6,3,0.96,2.88
39714406,9,4,1.13,4.52
39714406,29,2,1.31,2.62
39717997,36,1,2.86,2.86
39729875,12,2,6.64,13.28
39729875,19,4,8.89,35.56
39729875,29,5,1.31,6.55
39729875,33,4,2.00,8.00
39750505,22,3,0.94,2.82
39752835,3,3,4.42,13.26
39752835,26,1,9.32,9.32
39752835,30,3,2.70,8.10
39756353,17,4,3.71,14.84
39756353,21,2,4.46,8.92
39756353,22,5,0.94,4.70
39756353,28,2,7.37,14.74
39767159,11,3,7.45,22.35
39784624,15,3,5.78,17.34
39784624,20,2,9.90,19.80
39784624,22,5,0.94,4.70
39784624,34,2,5.51,11.02
39796093,2,5,0.94,4.70
39796093,16,4,5.68,22.72
39796093,25,4,6.89,27.56
39796093,27,3,8.49,25.47
39801266,18,2,9.45,18.90
39801266,20,5,9.90,49.50
39801266,34,2,5.51,11.02
39801266,35,3,5.48,16.44
39803832,10,3,9.07,27.21
39803832,20,3,9.90,29.70
39803832,29,5,1.31,6.55
39808334,32,2,3.05,6.10
39835063,9,4,1.13,4.52
39835063,16,5,5.68,28.40
39835063,21,3,4.46,13.38
39835063,23,0,4.55,0.00
39835063,34,1,5.51,5.51
39852181,21,5,4.46,22.30
39852181,25,4,6.89,27.56
39852181,31,3,6.62,19.86
39891249,5,3,1.92,5.76
39891249,20,5,9.90,49.50
39891249,32,3,3.05,9.15
39899479,7,2,1.92,3.84
39899479,12,2,6.64,13.28
39899479,15,4,5.78,23.12
39929653,20,4,9.90,39.60
39929653,32,5,3.05,15.25
39929653,33,4,2.00,8.00
39930103,32,1,3.05,3.05
39931425,9,1,1.13,1.13
39931425,20,1,9.90,9.90
39931425,26,3,9.32,27.96
39931425,35,2,5.48,10.96
39948524,15,5,5.78,28.90
39948524,19,4,8.89,35.56
39969364,10,2,9.07,18.14
39969364,16,4,5.68,22.72
39969364,22,4,0.94,3.76
39969364,23,2,4.55,9.10
39969364,28,4,7.37,29.48
39977946,1,4,6.83,27.32
39977946,3,1,4.42,4.42
39977946,5,3,1.92,5.76
39999206,26,2,9.32,18.64
39999206,36,2,2.86,5.72
40022352,18,2,9.45,18.90
40022352,26,1,9.32,9.32
40022352,35,1,5.48,5.48
40025210,12,4,6.64,26.56
40025210,16,3,5.68,17.04
40025210,30,1,2.70,2.70
40037347,9,1,1.13,1.13
40039219,14,4,8.60,34.40
40039219,21,2,4.46,8.92
40039219,31,1,6.62,6.62
40039219,35,4,5.48,21.92
40061624,22,2,0.94,1.88
40061624,32,3,3.05,9.15
40067790,16,5,5.68,28.40
40067790,22,3,0.94,2.82
40067790,31,2,6.62,13.24
40067790,32,2,3.05,6.10
40087131,24,2,6.00,12.00
40100441,15,1,5.78,5.78
40103755,28,2,7.37,14.74
40115618,21,1,4.46,4.46
40124053,1,2,6.83,13.66
40159022,19,1,8.89,8.89
40159022,21,3,4.46,13.38
40159022,30,1,2.70,2.70
40159022,34,1,5.51,5.51
40159022,35,2,5.48,10.96
40160395,9,2,1.13,2.26
40160395,15,5,5.78,28.90
40160395,16,1,5.68,5.68
40160395,36,4,2.86,11.44
40171485,9,2,1.13,2.26
40171485,11,5,7.45,37.25
40181915,2,4,0.94,3.76
40181915,3,5,4.42,22.10
40181915,9,1,1.13,1.13
40181915,24,3,6.00,18.00
40181915,36,3,2.86,8.58
40187838,1,1,6.83,6.83
40187838,8,3,3.30,9.90
40187838,18,2,9.45,18.90
40187838,27,4,8.49,33.96
40187838,36,4,2.86,11.44
40189156,2,5,0.94,4.70
40190375,17,1,3.71,3.71
40190375,19,5,8.89,44.45
40191883,5,5,1.92,9.60
40208274,3,3,4.42,13.26
40208274,8,5,3.30,16.50
40208274,15,2,5.78,11.56
40208274,16,4,5.68,22.72
40208274,36,2,2.86,5.72
40209521,18,1,9.45,9.45
40223096,20,4,9.90,39.60
40223096,35,4,5.48,21.92
40253268,22,1,0.94,0.94
40253268,26,3,9.32,27.96
40253268,30,2,2.70,5.40
40253268,33,5,2.00,10.00
40253268,35,1,5.48,5.48
40260904,8,1,3.30,3.30
40267261,16,2,5.68,11.36
40267261,23,5,4.55,22.75
40270141,21,5,4.46,22.30
40270141,25,4,6.89,27.56
40270141,26,3,9.32,27.96
40284919,30,5,2.70,13.50
40285797,5,2,1.92,3.84
40285797,22,1,0.94,0.94
40285797,28,3,7.37,22.11
40285797,34,3,5.51,16.53
40285797,35,3,5.48,16.44
40290351,27,1,8.49,8.49
40290351,28,1,7.37,7.37
40296362,1,4,6.83,27.32
40296362,24,1,6.00,6.00
40323475,17,5,3.71,18.55
40335677,7,4,1.92,7.68
40335677,27,5,8.49,42.45
40348073,6,4,0.96,3.84
40348073,25,1,6.89,6.89
40360620,3,2,4.42,8.84
40360620,21,1,4.46,4.46
40366594,18,4,9.45,37.80
40366594,24,1,6.00,6.00
40391260,6,4,0.96,3.84
40405421,5,5,1.92,9.60
40405421,10,3,9.07,27.21
40405421,29,2,1.31,2.62
40419421,8,5,3.30,16.50
40419421,15,5,5.78,28.90
40419421,23,4,4.55,18.20
40421599,25,4,6.89,27.56
40423847,6,4,0.96,3.84
40423847,29,2,1.31,2.62
40423847,32,3,3.05,9.15
40435839,6,3,0.96,2.88
40435839,16,1,5.68,5.68
40435839,21,2,4.46,8.92
40435839,22,3,0.94,2.82
40460487,35,3,5.48,16.44
40463869,31,2,6.62,13.24
40475873,1,3,6.83,20.49
40475873,2,5,0.94,4.70
40475873,8,1,3.30,3.30
40477709,12,1,6.64,6.64
40477709,36,5,2.86,14.30
40501209,6,5,0.96,4.80
40501209,7,1,1.92,1.92
40501209,23,2,4.55,9.10
40501209,34,4,5.51,22.04
40518051,7,3,1.92,5.76
40518051,33,2,2.00,4.00
40518051,35,2,5.48,10.96
40525495,18,5,9.45,47.25
40525495,32,1,3.05,3.05
40525495,33,1,2.00,2.00
40525495,34,2,5.51,11.02
40525743,10,1,9.07,9.07
40525743,23,3,4.55,13.65
40525743,24,5,6.00,30.00
40525743,35,2,5.48,10.96
40529260,1,3,6.83,20.49
40529260,8,1,3.30,3.30
40533480,3,3,4.42,13.26
40533480,18,1,9.45,9.45
40533480,19,1,8.89,8.89
40533480,28,5,7.37,36.85
40533480,29,1,1.31,1.31
40534633,14,4,8.60,34.40
40547542,10,3,9.07,27.21
40547542,11,2,7.45,14.90
40547542,13,1,5.80,5.80
40547542,23,2,4.55,9.10
40547542,34,5,5.51,27.55
40549706,4,5,3.41,17.05
40549706,10,1,9.07,9.07
40550546,3,2,4.42,8.84
40550546,4,1,3.41,3.41
40550546,10,4,9.07,36.28
40550546,22,3,0.94,2.82
40550546,31,2,6.62,13.24
40556221,9,2,1.13,2.26
40556221,16,4,5.68,22.72
40556221,18,2,9.45,18.90
40556221,34,4,5.51,22.04
40571036,2,4,0.94,3.76
40571036,10,1,9.07,9.07
40575501,17,5,3.71,18.55
40575501,31,5,6.62,33.10
40575501,35,2,5.48,10.96
40600202,3,4,4.42,17.68
40600202,12,4,6.64,26.56
40600202,28,1,7.37,7.37
40600202,32,1,3.05,3.05
40618860,19,1,8.89,8.89
40618860,24,1,6.00,6.00
40618860,33,5,2.00,10.00
40651234,8,3,3.30,9.90
40651234,10,5,9.07,45.35
40651234,20,2,9.90,19.80
40651234,31,3,6.62,19.86
40661901,14,3,8.60,25.80
40661901,33,1,2.00,2.00
40676306,19,3,8.89,26.67
40695663,4,5,3.41,17.05
40695663,10,5,9.07,45.35
40695663,19,4,8.89,35.56
40695663,25,3,6.89,20.67
40700472,9,3,1.13,3.39
40700472,15,4,5.78,23.12
40700472,20,3,9.90,29.70
40700472,28,4,7.37,29.48
40703747,11,2,7.45,14.90
40703747,20,4,9.90,39.60
40716640,17,5,3.71,18.55
40726093,9,5,1.13,5.65
40726093,18,4,9.45,37.80
40731448,5,3,1.92,5.76
40749005,1,1,6.83,6.83
40749005,13,2,5.80,11.60
40749005,15,2,5.78,11.56
40749005,33,3,2.00,6.00
40749474,28,4,7.37,29.48
40754509,6,2,0.96,1.92
40755945,4,2,3.41,6.82
40755945,12,5,6.64,33.20
40755945,21,5,4.46,22.30
40755945,22,2,0.94,1.88
40776079,5,1,1.92,1.92
40776079,11,2,7.45,14.90
40776079,19,3,8.89,26.67
40776079,29,3,1.31,3.93
40777566,19,5,8.89,44.45
40777566,23,3,4.55,13.65
40790259,1,1,6.83,6.83
40790259,28,4,7.37,29.48
40790259,29,4,1.31,5.24
40796852,9,1,1.13,1.13
40796852,12,4,6.64,26.56
40796852,16,2,5.68,11.36
40796852,29,3,1.31,3.93
40801211,3,5,4.42,22.10
40801211,19,3,8.89,26.67
40801211,23,4,4.55,18.20
40801211,36,1,2.86,2.86
40821448,4,1,3.41,3.41
40821448,19,3,8.89,26.67
40821448,23,3,4.55,13.65
40821448,26,5,9.32,46.60
40821752,7,2,1.92,3.84
40821752,11,4,7.45,29.80
40821752,22,2,0.94,1.88
40822446,6,1,0.96,0.96
40822446,17,4,3.71,14.84
40822446,29,2,1.31,2.62
40822446,33,1,2.00,2.00
40826017,5,3,1.92,5.76
40826017,9,1,1.13,1.13
40826017,15,1,5.78,5.78
40838097,3,1,4.42,4.42
40838097,27,5,8.49,42.45
40838097,30,1,2.70,2.70
40838763,12,1,6.64,6.64
40838763,13,4,5.80,23.20
40838763,14,2,8.60,17.20
40838763,29,2,1.31,2.62
40841792,19,4,8.89,35.56
40841792,20,5,9.90,49.50
40841792,22,4,0.94,3.76
40841792,35,1,5.48,5.48
40850059,9,2,1.13,2.26
40850059,24,2,6.00,12.00
40852266,3,2,4.42,8.84
40852266,24,2,6.00,12.00
40855666,13,4,5.80,23.20
40855666,30,5,2.70,13.50
40856760,6,2,0.96,1.92
40856760,23,2,4.55,9.10
40856760,26,5,9.32,46.60
40856760,35,1,5.48,5.48
40872238,10,5,9.07,45.35
40872238,17,3,3.71,11.13
40872238,35,2,5.48,10.96
40890012,7,4,1.92,7.68
40891477,4,4,3.41,13.64
40891477,14,3,8.60,25.80
40891477,16,5,5.68,28.40
40891477,17,1,3.71,3.71
40891477,35,3,5.48,16.44
40894203,18,5,9.45,47.25
40894203,23,3,4.55,13.65
40896924,6,3,0.96,2.88
40896924,7,3,1.92,5.76
40896924,12,1,6.64,6.64
40896924,19,4,8.89,35.56
40896924,21,5,4.46,22.30
40897772,13,1,5.80,5.80
40897772,22,3,0.94,2.82
40897772,25,1,6.89,6.89
40897772,29,1,1.31,1.31
40897772,34,1,5.51,5.51
40902156,17,3,3.71,11.13
40902156,27,2,8.49,16.98
40913841,13,3,5.80,17.40
40913841,17,5,3.71,18.55
40913841,23,4,4.55,18.20
40913841,26,4,9.32,37.28
40944174,16,4,5.68,22.72
40951147,33,2,2.00,4.00
40953597,2,1,0.94,0.94
40953597,4,4,3.41,13.64
40953597,18,1,9.45,9.45
40958934,35,2,5.48,10.96
40986173,22,4,0.94,3.76
40987542,12,2,6.64,13.28
40987542,16,3,5.68,17.04
40987542,24,4,6.00,24.00
40987542,26,5,9.32,46.60
40987542,30,1,2.70,2.70
40993079,22,4,0.94,3.76
40993079,32,3,3.05,9.15
41032538,12,3,6.64,19.92
41032538,20,1,9.90,9.90
41032871,3,4,4.42,17.68
41032871,10,2,9.07,18.14
41032871,28,2,7.37,14.74
41042370,9,5,1.13,5.65
41042370,20,5,9.90,49.50
41042370,32,1,3.05,3.05
41042370,33,3,2.00,6.00
41050336,5,3,1.92,5.76
41075645,6,3,0.96,2.88
41075645,11,5,7.45,37.25
41075645,19,2,8.89,17.78
41075645,31,4,6.62,26.48
41079872,15,1,5.78,5.78
41079872,36,1,2.86,2.86
41086069,6,5,0.96,4.80
41086069,12,4,6.64,26.56
41086069,17,3,3.71,11.13
41097099,12,3,6.64,19.92
41097099,21,5,4.46,22.30
41097099,26,4,9.32,37.28
41113082,24,4,6.00,24.00
41113082,34,5,5.51,27.55
41113082,35,1,5.48,5.48
41113082,36,1,2.86,2.86
41130628,6,2,0.96,1.92
41130628,13,3,5.80,17.40
41130628,21,3,4.46,13.38
41141164,8,1,3.30,3.30
41141164,16,4,5.68,22.72
41141164,21,2,4.46,8.92
41141164,25,1,6.89,6.89
41162483,14,2,8.60,17.20
41162483,19,5,8.89,44.45
41162483,20,2,9.90,19.80
41189620,13,3,5.80,17.40
41199466,15,5,5.78,28.90
41199466,17,5,3.71,18.55
41199466,19,5,8.89,44.45
41199466,23,5,4.55,22.75
41199466,35,5,5.48,27.40
41202072,14,4,8.60,34.40
41212521,6,2,0.96,1.92
41212521,21,4,4.46,17.84
41212521,23,1,4.55,4.55
41246927,8,4,3.30,13.20
41246927,26,2,9.32,18.64
41246927,35,3,5.48,16.44
41246927,36,3,2.86,8.58
41249094,12,1,6.64,6.64
41249094,26,3,9.32,27.96
41249094,27,1,8.49,8.49
41267941,6,1,0.96,0.96
41267941,16,5,5.68,28.40
41267941,19,3,8.89,26.67
41267941,23,3,4.55,13.65
41267941,31,5,6.62,33.10
41281531,8,4,3.30,13.20
41281531,11,3,7.45,22.35
41281531,20,5,9.90,49.50
41281531,25,3,6.89,20.67
41281531,29,4,1.31,5.24
41284330,9,4,1.13,4.52
41284330,21,5,4.46,22.30
41298272,10,4,9.07,36.28
41298272,11,2,7.45,14.90
41298272,33,3,2.00,6.00
41305386,22,5,0.94,4.70
41334198,8,5,3.30,16.50
41334198,14,4,8.60,34.40
41334198,15,4,5.78,23.12
41334198,22,5,0.94,4.70
41335729,8,3,3.30,9.90
41335729,15,3,5.78,17.34
41335729,19,1,8.89,8.89
41335729,30,5,2.70,13.50
41353058,12,3,6.64,19.92
41353058,21,2,4.46,8.92
41353058,24,5,6.00,30.00
41353058,34,5,5.51,27.55
41354131,9,5,1.13,5.65
41354131,16,2,5.68,11.36
41354131,23,4,4.55,18.20
41376802,2,4,0.94,3.76
41376802,14,3,8.60,25.80
41376802,16,2,5.68,11.36
41381095,19,5,8.89,44.45
41381095,21,2,4.46,8.92
41381095,34,1,5.51,5.51
41390421,14,4,8.60,34.40
41390421,27,4,8.49,33.96
41390421,34,5,5.51,27.55
41408927,6,5,0.96,4.80
41408927,25,5,6.89,34.45
41408927,29,2,1.31,2.62
41408927,33,4,2.00,8.00
41412011,8,2,3.30,6.60
41412011,16,5,5.68,28.40
41412011,34,2,5.51,11.02
41418249,5,3,1.92,5.76
41418249,10,1,9.07,9.07
41418249,21,5,4.46,22.30
41418249,30,4,2.70,10.80
41432206,10,5,9.07,45.35
41446189,9,3,1.13,3.39
41446189,13,2,5.80,11.60
41446189,14,2,8.60,17.20
41446189,17,2,3.71,7.42
41446189,25,1,6.89,6.89
41450545,9,2,1.13,2.26
41456103,8,4,3.30,13.20
41456103,12,4,6.64,26.56
41456103,19,4,8.89,35.56
41459225,16,1,5.68,5.68
41459225,21,1,4.46,4.46
41459225,29,3,1.31,3.93
41487360,21,2,4.46,8.92
41487360,27,1,8.49,8.49
41487360,30,2,2.70,5.40
41487360,34,4,5.51,22.04
41509851,2,3,0.94,2.82
41509851,19,3,8.89,26.67
41509851,25,2,6.89,13.78
41509851,26,5,9.32,46.60
41515937,9,3,1.13,3.39
41515937,21,4,4.46,17.84
41515937,24,4,6.00,24.00
41534195,8,5,3.30,16.50
41534648,16,3,5.68,17.04
41534648,17,4,3.71,14.84
41534648,26,3,9.32,27.96
41534648,33,2,2.00,4.00
41536382,1,3,6.83,20.49
41536382,4,3,3.41,10.23
41545004,1,3,6.83,20.49
41545004,17,2,3.71,7.42
41545004,26,3,9.32,27.96
41558242,31,4,6.62,26.48
41558242,34,5,5.51,27.55
41558405,10,4,9.07,36.28
41558405,12,2,6.64,13.28
41558405,20,4,9.90,39.60
41558405,29,1,1.31,1.31
41558405,34,4,5.51,22.04
41560764,19,5,8.89,44.45
41560764,22,2,0.94,1.88
41560764,30,1,2.70,2.70
41560764,31,4,6.62,26.48
41563366,23,2,4.55,9.10
41586753,5,2,1.92,3.84
41586753,6,1,0.96,0.96
41586753,27,3,8.49,25.47
41596464,32,1,3.05,3.05
41605159,1,2,6.83,13.66
41605159,7,1,1.92,1.92
41605159,9,3,1.13,3.39
41605159,10,5,9.07,45.35
41605159,27,4,8.49,33.96
41607194,1,5,6.83,34.15
41609512,29,4,1.31,5.24
41609512,31,3,6.62,19.86
41612887,14,2,8.60,17.20
41623559,6,2,0.96,1.92
41627860,3,5,4.42,22.10
41627860,5,4,1.92,7.68
41627860,20,3,9.90,29.70
41627860,32,1,3.05,3.05
41636649,1,4,6.83,27.32
41636649,11,1,7.45,7.45
41636649,24,3,6.00,18.00
41636649,29,5,1.31,6.55
41636649,35,1,5.48,5.48
41641557,17,2,3.71,7.42
41652982,26,5,9.32,46.60
41652982,31,4,6.62,26.48
41652982,33,4,2.00,8.00
41652982,34,4,5.51,22.04
41654164,7,4,1.92,7.68
41654164,13,1,5.80,5.80
41654164,18,5,9.45,47.25
41670549,6,3,0.96,2.88
41670549,12,1,6.64,6.64
41670549,16,3,5.68,17.04
41670549,29,1,1.31,1.31
41670549,32,5,3.05,15.25
41683774,2,4,0.94,3.76
41683774,18,2,9.45,18.90
41683774,23,2,4.55,9.10
41683774,33,4,2.00,8.00
41707777,9,1,1.13,1.13
41707777,32,5,3.05,15.25
41721948,5,1,1.92,1.92
41721948,23,5,4.55,22.75
41721948,27,5,8.49,42.45
41721948,30,5,2.70,13.50
41725179,8,1,3.30,3.30
41725179,23,1,4.55,4.55
41727040,5,1,1.92,1.92
41727040,6,3,0.96,2.88
41727040,9,2,1.13,2.26
41727040,23,2,4.55,9.10
41734954,9,1,1.13,1.13
41734954,32,5,3.05,15.25
41735505,13,4,5.80,23.20
41735505,19,2,8.89,17.78
41735505,28,2,7.37,14.74
41738812,9,2,1.13,2.26
41738812,16,4,5.68,22.72
41754482,4,2,3.41,6.82
41754482,9,3,1.13,3.39
41754482,12,4,6.64,26.56
41754482,17,3,3.71,11.13
41754482,25,3,6.89,20.67
41755948,4,3,3.41,10.23
41761090,16,2,5.68,11.36
41761090,30,2,2.70,5.40
41765045,3,3,4.42,13.26
41765045,7,5,1.92,9.60
41765045,21,3,4.46,13.38
41765816,5,4,1.92,7.68
41765816,7,1,1.92,1.92
41765816,16,2,5.68,11.36
41765816,17,5,3.71,18.55
41765816,32,1,3.05,3.05
41779463,12,4,6.64,26.56
41779463,14,1,8.60,8.60
41779463,18,4,9.45,37.80
41779463,20,5,9.90,49.50
41779463,35,1,5.48,5.48
41782118,34,1,5.51,5.51
41782746,12,4,6.64,26.56
41782746,27,1,8.49,8.49
41782746,35,1,5.48,5.48
41807497,4,5,3.41,17.05
41807497,9,4,1.13,4.52
41807497,19,1,8.89,8.89
41807497,20,1,9.90,9.90
41807497,33,3,2.00,6.00
41823589,4,2,3.41,6.82
41823589,23,4,4.55,18.20
41823589,25,1,6.89,6.89
41823589,30,3,2.70,8.10
41823624,1,5,6.83,34.15
41823624,4,5,3.41,17.05
41823624,34,1,5.51,5.51
41827129,8,4,3.30,13.20
41827129,10,2,9.07,18.14
41827129,29,4,1.31,5.24
41827129,36,3,2.86,8.58
41833140,11,1,7.45,7.45
41833140,16,2,5.68,11.36
41837149,29,5,1.31,6.55
41845033,9,4,1.13,4.52
41845033,25,2,6.89,13.78
41845033,28,5,7.37,36.85
41852938,1,4,6.83,27.32
41852938,3,5,4.42,22.10
41852938,17,4,3.71,14.84
41852938,21,3,4.46,13.38
41852938,25,4,6.89,27.56
41861934,21,1,4.46,4.46
41885367,22,4,0.94,3.76
41886277,9,4,1.13,4.52
41886277,31,1,6.62,6.62
41914562,8,5,3.30,16.50
41914562,10,5,9.07,45.35
41914562,27,3,8.49,25.47
41939303,12,5,6.64,33.20
41939303,15,2,5.78,11.56
41939303,35,3,5.48,16.44
41939720,10,4,9.07,36.28
41939720,34,5,5.51,27.55
41944437,12,3,6.64,19.92
41956691,15,4,5.78,23.12
41956691,29,3,1.31,3.93
41970567,7,2,1.92,3.84
41970567,8,1,3.30,3.30
41971430,6,3,0.96,2.88
41971430,31,5,6.62,33.10
41973501,2,1,0.94,0.94
41973501,3,4,4.42,17.68
41973501,19,4,8.89,35.56
41973501,21,1,4.46,4.46
42000952,27,3,8.49,25.47
42005122,11,2,7.45,14.90
42005122,33,5,2.00,10.00
42009152,12,1,6.64,6.64
42009152,13,4,5.80,23.20
42009152,29,1,1.31,1.31
42009152,34,3,5.51,16.53
42009152,36,2,2.86,5.72
42023502,9,1,1.13,1.13
42023502,14,4,8.60,34.40
42023502,19,2,8.89,17.78
42023502,34,1,5.51,5.51
42023502,36,2,2.86,5.72
42030054,2,3,0.94,2.82
42030054,6,5,0.96,4.80
42030054,23,4,4.55,18.20
42033121,2,4,0.94,3.76
42033121,9,5,1.13,5.65
42033121,26,3,9.32,27.96
42035897,5,4,1.92,7.68
42035897,34,3,5.51,16.53
42035897,35,5,5.48,27.40
42044251,7,2,1.92,3.84
42044251,16,2,5.68,11.36
42044251,24,1,6.00,6.00
42044251,29,4,1.31,5.24
42047529,2,1,0.94,0.94
42047529,15,4,5.78,23.12
42047529,17,2,3.71,7.42
42047529,23,2,4.55,9.10
42047529,31,1,6.62,6.62
42052495,12,1,6.64,6.64
42052495,35,4,5.48,21.92
42054695,3,3,4.42,13.26
42054695,11,4,7.45,29.80
42054695,27,5,8.49,42.45
42054695,31,1,6.62,6.62
42097604,3,5,4.42,22.10
42097604,15,2,5.78,11.56
42097604,29,4,1.31,5.24
42110440,3,5,4.42,22.10
42110440,11,4,7.45,29.80
42110440,29,4,1.31,5.24
42124997,3,3,4.42,13.26
42124997,23,0,4.55,0.00
42124997,29,2,1.31,2.62
42138820,24,3,6.00,18.00
42141756,8,4,3.30,13.20
42141756,17,2,3.71,7.42
42141756,30,2,2.70,5.40
42166327,2,0,0.94,0.00
42166327,9,2,1.13,2.26
42166327,25,1,6.89,6.89
42166327,33,1,2.00,2.00
42182454,14,1,8.60,8.60
42182454,18,2,9.45,18.90
42182454,36,2,2.86,5.72
42202710,11,1,7.45,7.45
42202710,18,1,9.45,9.45
42202710,22,4,0.94,3.76
42226320,23,2,4.55,9.10
42226320,31,2,6.62,13.24
42226320,32,1,3.05,3.05
42231708,22,2,0.94,1.88
42231708,23,1,4.55,4.55
42231708,27,4,8.49,33.96
42235381,6,2,0.96,1.92
42235381,8,2,3.30,6.60
42235381,23,2,4.55,9.10
42235381,32,4,3.05,12.20
42235381,33,1,2.00,2.00
42237008,21,3,4.46,13.38
42238821,7,1,1.92,1.92
42238821,11,4,7.45,29.80
42238821,17,1,3.71,3.71
42238821,27,1,8.49,8.49
42238821,28,1,7.37,7.37
42246071,15,3,5.78,17.34
42246071,23,3,4.55,13.65
42246071,35,3,5.48,16.44
42258210,1,4,6.83,27.32
42258210,18,3,9.45,28.35
42258210,22,2,0.94,1.88
42258210,28,2,7.37,14.74
42259258,5,4,1.92,7.68
42259258,12,5,6.64,33.20
42259258,16,5,5.68,28.40
42261205,11,1,7.45,7.45
42261205,26,4,9.32,37.28
42261205,31,3,6.62,19.86
42261205,35,5,5.48,27.40
42274210,9,1,1.13,1.13
42276005,14,5,8.60,43.00
42276005,19,5,8.89,44.45
42276005,30,1,2.70,2.70
42286880,34,1,5.51,5.51
42303470,27,1,8.49,8.49
42303470,33,2,2.00,4.00
42338885,5,2,1.92,3.84
42355010,21,5,4.46,22.30
42355010,35,1,5.48,5.48
42364272,2,2,0.94,1.88
42364272,14,4,8.60,34.40
42371384,3,3,4.42,13.26
42371384,5,1,1.92,1.92
42371384,26,2,9.32,18.64
42377433,5,5,1.92,9.60
42377433,7,5,1.92,9.60
42377433,25,2,6.89,13.78
42377433,29,4,1.31,5.24
42377433,35,1,5.48,5.48
42392881,10,4,9.07,36.28
42392881,20,3,9.90,29.70
42392881,22,0,0.94,0.00
42392881,28,4,7.37,29.48
42392881,35,1,5.48,5.48
42404850,14,1,8.60,8.60
42404850,22,2,0.94,1.88
42404850,27,3,8.49,25.47
42404850,34,5,5.51,27.55
42440036,8,4,3.30,13.20
42440036,22,3,0.94,2.82
42440036,35,3,5.48,16.44
42445830,5,2,1.92,3.84
42445830,11,2,7.45,14.90
42445830,14,2,8.60,17.20
42445830,18,5,9.45,47.25
42445830,24,5,6.00,30.00
42447922,17,1,3.71,3.71
42447922,25,4,6.89,27.56
42447922,29,5,1.31,6.55
42447922,35,1,5.48,5.48
42458966,30,4,2.70,10.80
42460195,26,5,9.32,46.60
42461752,13,3,5.80,17.40
42461752,20,5,9.90,49.50
42461752,30,3,2.70,8.10
42466330,4,4,3.41,13.64
42466330,6,3,0.96,2.88
42466330,14,4,8.60,34.40
42466330,20,2,9.90,19.80
42467891,5,3,1.92,5.76
42467891,9,3,1.13,3.39
42472783,23,2,4.55,9.10
42477221,7,4,1.92,7.68
42477221,31,2,6.62,13.24
42477221,33,4,2.00,8.00
42486246,7,5,1.92,9.60
42486246,17,3,3.71,11.13
42544698,16,1,5.68,5.68
42544698,18,1,9.45,9.45
42551250,10,5,9.07,45.35
42551250,12,3,6.64,19.92
42551250,13,5,5.80,29.00
42551250,18,4,9.45,37.80
42551250,35,1,5.48,5.48
42554707,6,2,0.96,1.92
42554707,7,3,1.92,5.76
42554707,11,3,7.45,22.35
42554707,13,5,5.80,29.00
42556854,6,2,0.96,1.92
42556854,20,1,9.90,9.90
42556854,23,1,4.55,4.55
42559939,26,3,9.32,27.96
42559939,28,5,7.37,36.85
